Gene1,Gene2,PartialCorr_Normal,PartialCorr_Tumor,Difference
RUNX1T1,CASP3,-0.0,-0.0,0.0
RUNX1T1,FZD6,-0.0,-0.0,0.0
RUNX1T1,VEGFD,0.013846823677991161,0.0,-0.013846823677991161
RUNX1T1,CASP7,-0.0,-0.0,0.0
RUNX1T1,PRKCB,0.0,0.0,0.0
RUNX1T1,HSP90B1,-0.0,-0.0,0.0
RUNX1T1,KIF7,-0.0,0.0,0.0
RUNX1T1,STAT6,0.0,0.0,0.0
RUNX1T1,SMAD3,0.0,-0.0,-0.0
RUNX1T1,CRK,0.0,0.04067749678725847,0.04067749678725847
RUNX1T1,DAPK3,0.0,0.0,0.0
RUNX1T1,CTNNB1,0.0,-0.0,-0.0
RUNX1T1,FADD,-0.0,-0.0,0.0
RUNX1T1,STAT3,0.0,-0.0,-0.0
RUNX1T1,IL7R,0.0,0.0,0.0
RUNX1T1,GSTM4,-0.0,-0.0,0.0
RUNX1T1,COL4A3,0.0002704654071468824,0.0,-0.0002704654071468824
RUNX1T1,MAP2K1,-0.0,0.0,0.0
RUNX1T1,PTK2,0.0,0.0,0.0
RUNX1T1,RAC3,-0.0,-0.0,0.0
RUNX1T1,FOS,0.0,0.0,0.0
RUNX1T1,STAT2,-0.0,-0.0,0.0
RUNX1T1,GSTA4,-0.0,-0.0,0.0
RUNX1T1,BCL2L1,0.0,0.0,0.0
RUNX1T1,PIK3CD,0.0,0.0,0.0
RUNX1T1,RASGRP4,0.0,0.0,0.0
RUNX1T1,BCL2,0.0,0.0,0.0
RUNX1T1,PTEN,0.0,0.04091372193184764,0.04091372193184764
RUNX1T1,LAMB2,0.03321519271508164,0.0,-0.03321519271508164
RUNX1T1,GNB2,0.0,0.0,0.0
RUNX1T1,GNG12,0.0,0.0,0.0
RUNX1T1,RELA,-0.0,-0.0,0.0
RUNX1T1,CKS1B,-0.0,-0.0,0.0
RUNX1T1,STAT5B,0.0,0.0,0.0
RUNX1T1,JUP,-0.0,-0.0,0.0
RUNX1T1,GNG5,0.0,0.0,0.0
RUNX1T1,ADCY6,0.0,0.0,0.0
RUNX1T1,CTBP2,0.0,-0.0,-0.0
RUNX1T1,TRAF6,0.0,0.0,0.0
RUNX1T1,SMAD2,-0.0,-0.0,0.0
RUNX1T1,RPS6KB2,-0.0,-0.0,0.0
RUNX1T1,GNG7,0.0,0.0,0.0
RUNX1T1,FZD8,0.0,0.0,0.0
RUNX1T1,JUN,-0.0,0.0,0.0
RUNX1T1,GRB2,-0.0,-0.0,0.0
RUNX1T1,CALML3,-0.0,-0.0,0.0
RUNX1T1,CALML5,-0.0,-0.0,0.0
RUNX1T1,F2,0.0,0.0,0.0
RUNX1T1,CSF1R,0.0,0.0,0.0
RUNX1T1,PLCB1,0.03526542412740094,0.024190921519288144,-0.011074502608112796
RUNX1T1,TXNRD2,0.0,0.0,0.0
RUNX1T1,JAG2,-0.0,-0.0,0.0
RUNX1T1,IL3RA,0.0,0.0,0.0
RUNX1T1,SP1,-0.0,-0.0,0.0
RUNX1T1,RXRA,0.0,-0.0,-0.0
RUNX1T1,GNG2,0.0,0.0,0.0
RUNX1T1,BCR,-0.0,-0.0,0.0
RUNX1T1,MITF,0.0,0.0392126955893087,0.0392126955893087
RUNX1T1,COL4A1,0.006929605887007416,0.0,-0.006929605887007416
RUNX1T1,WNT7B,-0.0,-0.0,0.0
RUNX1T1,COL4A5,0.0,0.0,0.0
RUNX1T1,LAMA2,0.0,0.0,0.0
RUNX1T1,HDAC2,-0.0,-0.0,0.0
RUNX1T1,MMP1,-0.0,-0.0,0.0
RUNX1T1,DAPK1,0.0,0.0,0.0
RUNX1T1,LAMB3,-0.0,-0.0,0.0
RUNX1T1,ARHGEF12,0.03752688615029679,0.0,-0.03752688615029679
RUNX1T1,TXNRD3,0.0,0.0,0.0
RUNX1T1,PLCG2,-0.0,-0.0,0.0
RUNX1T1,LPAR1,0.0,0.0,0.0
RUNX1T1,CSF2RA,0.0,0.0,0.0
RUNX1T1,TXNRD1,-0.0,-0.0,0.0
RUNX1T1,MTOR,0.0,0.0,0.0
RUNX1T1,RXRB,-0.0,-0.0,0.0
RUNX1T1,NRAS,-0.0,-0.0,0.0
RUNX1T1,GSTM2,0.0,-0.0,-0.0
RUNX1T1,GNG10,0.0,0.0,0.0
RUNX1T1,CEBPA,0.0,-0.0,-0.0
RUNX1T1,RASSF5,0.0,-0.0,-0.0
RUNX1T1,NCOA4,0.0,-0.0,-0.0
RUNX1T1,IKBKG,0.0,0.0,0.0
KEAP1,HSP90AA1,0.0,0.0021618742315866993,0.0021618742315866993
KEAP1,COL4A4,-0.0,-0.0,0.0
KEAP1,TRAF5,0.0,-0.0,-0.0
KEAP1,GSK3B,0.0,0.0,0.0
KEAP1,NCOA1,-0.0,-0.0,0.0
KEAP1,MECOM,-0.0,-0.0,0.0
KEAP1,WNT11,-0.0,0.0,0.0
KEAP1,MGST2,-0.0,0.0,0.0
KEAP1,BAX,-0.0,-0.0,0.0
KEAP1,MMP2,-0.0,-0.007988659170167304,-0.007988659170167304
KEAP1,GNAS,-0.0,-0.0,0.0
KEAP1,GNA11,-0.0,-0.0,0.0
KEAP1,BIRC5,0.0,0.0,0.0
KEAP1,LAMB1,-0.0,-0.0,0.0
KEAP1,ITGA6,0.0,0.0,0.0
KEAP1,FH,0.0,0.0,0.0
KEAP1,TGFB2,-0.0,-0.0,0.0
KEAP1,MSH2,0.0,0.0,0.0
KEAP1,HSP90AB1,0.0,0.0,0.0
KEAP1,JAK2,-0.0,-0.0,0.0
KEAP1,ABL1,-0.0,-0.0,0.0
KEAP1,MAPK1,-0.0,-0.0,0.0
KEAP1,HMOX1,-0.0,-0.0,0.0
KEAP1,RBX1,0.0,0.0,0.0
KEAP1,EP300,0.0,0.0,0.0
KEAP1,SOS2,-0.0,-0.0,0.0
KEAP1,HIF1A,0.0,0.0,0.0
KEAP1,RPS6KA5,-0.0,0.02400272484909975,0.02400272484909975
KEAP1,NFKBIA,-0.0,0.0,0.0
KEAP1,MMP9,-0.0,-0.0,0.0
KEAP1,STK4,-0.0,-0.0,0.0
KEAP1,PLCB4,-0.0,0.0,0.0
KEAP1,JAG1,0.0,0.0,0.0
KEAP1,LAMA1,0.0,0.0,0.0
KEAP1,XIAP,0.0,0.0,0.0
KEAP1,MAPK3,-0.0,-0.0,0.0
KEAP1,AXIN1,0.0,0.010598655792786765,0.010598655792786765
KEAP1,ELOB,0.0,0.0,0.0
KEAP1,IKBKB,-0.0,-0.0,0.0
KEAP1,TGFB1,-0.0,-0.0,0.0
KEAP1,JAK3,0.0,-0.0,-0.0
KEAP1,CDK6,0.0,-0.0,-0.0
KEAP1,MET,0.0,0.0,0.0
KEAP1,WNT2,-0.0,-0.0,0.0
KEAP1,GLI3,0.0,-0.0,-0.0
KEAP1,DVL1,-0.0,-0.0,0.0
KEAP1,CXCL12,-0.0,-0.0,0.0
KEAP1,MAPK8,0.0,-0.0,-0.0
KEAP1,SUFU,-0.0,-0.0,0.0
KEAP1,CCDC6,0.0,0.0,0.0
KEAP1,CUL2,0.0,-0.0,-0.0
KEAP1,RPS6KB1,0.0,0.0,0.0
KEAP1,NFKB1,-0.0,-0.0,0.0
KEAP1,MAPK10,-0.0,0.0,0.0
KEAP1,ZBTB16,-0.0,-0.0,0.0
KEAP1,CCND1,-0.0,-0.0,0.0
KEAP1,BIRC2,0.0,-0.0,-0.0
KEAP1,CBL,-0.0,-0.039383650519980544,-0.039383650519980544
KEAP1,CDKN1B,-0.0,-0.0,0.0
KEAP1,E2F3,0.0,0.0,0.0
KEAP1,VEGFA,0.0,0.0,0.0
KEAP1,LAMA4,-0.0,-0.0,0.0
KEAP1,MSH3,0.0,0.0,0.0
KEAP1,SKP1,-0.0,-0.0,0.0
KEAP1,FGF1,-0.0,-0.0,0.0
KEAP1,PDGFRB,-0.0,-0.0,0.0
KEAP1,KNG1,-0.0,-0.0,0.0
KEAP1,WNT5A,0.0,0.023590649581773444,0.023590649581773444
KEAP1,HES1,0.0,0.0,0.0
KEAP1,GNAI2,-0.0,-0.0,0.0
KEAP1,TFG,0.0,-0.0,-0.0
KEAP1,GNB4,-0.0,-0.006899334362490038,-0.006899334362490038
KEAP1,FN1,-0.0,-0.0,0.0
KEAP1,STAT1,0.0,0.0,0.0
KEAP1,SOS1,0.0,-0.0,-0.0
KEAP1,MSH6,0.0,0.0,0.0
KEAP1,HDAC1,0.0,0.01235207548083138,0.01235207548083138
KEAP1,ZBTB17,0.0,-0.0,-0.0
KEAP1,SLC2A1,0.0,0.0,0.0
KEAP1,TGFB3,0.0,-0.0,-0.0
KEAP1,GNA13,-0.0,0.0,0.0
KEAP1,APAF1,-0.0,-0.0,0.0
KEAP1,ADCY7,-0.0,-0.0,0.0
KEAP1,PIK3CA,0.0,0.009801206483874949,0.009801206483874949
KEAP1,CXCR4,0.0,0.0,0.0
KEAP1,POLK,-0.0,-0.0,0.0
KEAP1,CDK2,0.0,0.0,0.0
KEAP1,CKS2,0.0,0.0,0.0
KEAP1,NCOA3,0.0,0.0,0.0
KEAP1,CDKN1A,-0.0,-0.0,0.0
KEAP1,BMP2,-0.0,-0.0,0.0
KEAP1,MAX,0.0,0.0,0.0
KEAP1,STAT5A,-0.0,-0.0,0.0
KEAP1,ELK1,0.0,-0.0,-0.0
KEAP1,MAP2K2,0.0,0.004485087661117623,0.004485087661117623
KEAP1,TRAF2,0.0,0.0,0.0
KEAP1,GNG11,-0.0,-0.0,0.0
KEAP1,GNAI1,-0.0,-0.0,0.0
KEAP1,RAC2,-0.0,-0.0,0.0
KEAP1,PLD2,-0.0,-0.0,0.0
KEAP1,LAMA5,-0.0,-0.0,0.0
KEAP1,TRAF3,0.0,0.0,0.0
KEAP1,IL13RA1,-0.0,-0.0,0.0
KEAP1,RARA,-0.0,-0.0,0.0
KEAP1,RAF1,-0.0,-0.0,0.0
KEAP1,ARHGEF11,-0.0,0.0,0.0
KEAP1,CASP9,-0.0,-0.0,0.0
KEAP1,GSTT2B,-0.0,0.0,0.0
KEAP1,GSTM1,0.0,0.0,0.0
KEAP1,GSTM5,-0.0,-0.0,0.0
KEAP1,GSTM3,-0.0,0.0,0.0
KEAP1,WNT2B,-0.0,0.0,0.0
KEAP1,ROCK2,-0.0,-0.0,0.0
KEAP1,IL6ST,-0.0,-0.0,0.0
KEAP1,DDB2,0.0,0.08100739664500148,0.08100739664500148
KEAP1,PDGFRA,-0.0,-0.0,0.0
KEAP1,COL4A2,-0.0,-0.0,0.0
KEAP1,ETS1,-0.0,-0.012714751928920303,-0.012714751928920303
KEAP1,APC,-0.0,0.0,0.0
KEAP1,CDK4,-0.0,0.0,0.0
KEAP1,AGT,-0.0,-0.0,0.0
KEAP1,EGLN1,0.0,0.0,0.0
KEAP1,LAMC1,-0.0,-0.0,0.0
KEAP1,RAC1,-0.0,-0.0,0.0
KEAP1,PLCB2,-0.0,-0.0,0.0
KEAP1,ADCY3,0.0,0.06375976861510138,0.06375976861510138
KEAP1,STAT4,-0.0,-0.0,0.0
KEAP1,ITGAV,0.0,-0.0,-0.0
KEAP1,FGF2,-0.0,-0.0,0.0
KEAP1,LEF1,0.0,0.0,0.0
KEAP1,BRCA2,-0.0,-0.0,0.0
KEAP1,RB1,0.0,0.0,0.0
KEAP1,IGF1R,0.0,0.06293255749519454,0.06293255749519454
KEAP1,PML,0.0,0.0,0.0
KEAP1,TP53,0.0,0.0,0.0
KEAP1,SMAD4,-0.0,-0.0,0.0
KEAP1,AKT1,-0.0,-0.0,0.0
KEAP1,PRKACB,-0.0,-0.0989832572126346,-0.0989832572126346
KEAP1,MGST3,-0.0,-0.0,0.0
KEAP1,TPM3,-0.0,-0.0,0.0
KEAP1,EML4,0.0,-0.0,-0.0
KEAP1,RALB,-0.0,0.0,0.0
KEAP1,CAMK2D,-0.0,-0.0,0.0
KEAP1,CCNA2,0.0,0.0,0.0
KEAP1,SKP2,0.0,0.0,0.0
KEAP1,PIK3R1,-0.0,-0.0,0.0
KEAP1,GNA12,-0.0,-0.01051093107406235,-0.01051093107406235
KEAP1,EGFR,0.0,0.0,0.0
KEAP1,CDKN2B,-0.0,0.0,0.0
KEAP1,CDKN2A,0.0,0.0,0.0
KEAP1,NOTCH1,-0.0,0.0,0.0
KEAP1,CAMK2G,-0.0,-0.0,0.0
KEAP1,GSTO1,-0.0,0.0,0.0
KEAP1,PLCB3,-0.0,-0.0,0.0
KEAP1,ITGB1,-0.0,-0.0,0.0
KEAP1,VEGFC,-0.0,-0.0,0.0
KEAP1,FOXO1,-0.0,-0.0,0.0
KEAP1,BCL2L11,0.0,0.0,0.0
KEAP1,PRKCA,-0.0,-0.0,0.0
KEAP1,ELOC,0.0,0.0,0.0
KEAP1,FZD7,0.0,0.0,0.0
KEAP1,GNAQ,-0.0,-0.0,0.0
KEAP1,FZD1,0.0,0.0,0.0
KEAP1,KIT,-0.0,-0.0,0.0
KEAP1,APPL1,-0.0,-0.0,0.0
KEAP1,BRAF,-0.0,0.0,0.0
KEAP1,RUNX1,0.0,-0.0,-0.0
KEAP1,CTBP1,-0.0,-0.041794686987994385,-0.041794686987994385
KEAP1,DVL3,0.0,0.0,0.0
KEAP1,ADCY9,-0.0,-0.0,0.0
KEAP1,JAK1,-0.0,-0.0,0.0
KEAP1,TGFBR2,-0.0,-0.0,0.0
KEAP1,ITGA2,0.0,0.020747888821428705,0.020747888821428705
KEAP1,CASP3,0.0,0.0,0.0
KEAP1,FZD6,0.0,0.02935245315284133,0.02935245315284133
KEAP1,VEGFD,-0.0,-0.0,0.0
KEAP1,CASP7,0.0,-0.0,-0.0
KEAP1,PRKCB,-0.0,-0.0,0.0
KEAP1,HSP90B1,0.0,0.0,0.0
KEAP1,KIF7,0.0,-0.0,-0.0
KEAP1,STAT6,-0.0,-0.0,0.0
KEAP1,SMAD3,0.0,0.03579541164191232,0.03579541164191232
KEAP1,CRK,-0.0,-0.0,0.0
KEAP1,DAPK3,-0.0,-0.0,0.0
KEAP1,CTNNB1,-0.0,0.0,0.0
KEAP1,FADD,0.0,0.0,0.0
KEAP1,STAT3,-0.0,-0.0,0.0
KEAP1,IL7R,-0.0,-0.0,0.0
KEAP1,GSTM4,0.0,0.0,0.0
KEAP1,COL4A3,-0.0,-0.0,0.0
KEAP1,MAP2K1,0.0,-0.0,-0.0
KEAP1,PTK2,-0.0,-0.0,0.0
KEAP1,RAC3,0.0,0.0,0.0
KEAP1,FOS,-0.0,-0.0,0.0
KEAP1,STAT2,0.0,0.0,0.0
KEAP1,GSTA4,0.0,0.16188803979925107,0.16188803979925107
KEAP1,BCL2L1,-0.0,-0.0,0.0
KEAP1,PIK3CD,-0.0,-0.0,0.0
KEAP1,RASGRP4,-0.0,-0.0,0.0
KEAP1,BCL2,-0.0,-0.0,0.0
KEAP1,PTEN,-0.0,-0.006370650088200798,-0.006370650088200798
KEAP1,LAMB2,-0.0,-0.0,0.0
KEAP1,GNB2,-0.0,-0.0,0.0
KEAP1,GNG12,-0.0,-0.0,0.0
KEAP1,RELA,0.0,-0.0,-0.0
KEAP1,CKS1B,0.0,0.0,0.0
KEAP1,STAT5B,-0.0,-0.0,0.0
KEAP1,JUP,0.0,0.12654260182291166,0.12654260182291166
KEAP1,GNG5,-0.0,-0.0,0.0
KEAP1,ADCY6,-0.0,-0.0,0.0
KEAP1,CTBP2,-0.0,0.0,0.0
KEAP1,TRAF6,-0.0,0.0,0.0
KEAP1,SMAD2,0.0,0.0,0.0
KEAP1,RPS6KB2,0.0,0.0,0.0
KEAP1,GNG7,-0.0,-0.0,0.0
KEAP1,FZD8,-0.0,0.0,0.0
KEAP1,JUN,0.0,-0.0,-0.0
KEAP1,GRB2,0.0,-0.0,-0.0
KEAP1,CALML3,0.0,0.03345058513982454,0.03345058513982454
KEAP1,CALML5,0.0,0.0,0.0
KEAP1,F2,-0.0,-0.0,0.0
KEAP1,CSF1R,-0.0,-0.0,0.0
KEAP1,PLCB1,-0.0,-0.0,0.0
KEAP1,TXNRD2,-0.0,-0.0,0.0
KEAP1,JAG2,0.0,0.0,0.0
KEAP1,IL3RA,-0.0,-0.0,0.0
KEAP1,SP1,0.0,0.0,0.0
KEAP1,RXRA,-0.0,0.0,0.0
KEAP1,GNG2,-0.0,-0.0,0.0
KEAP1,BCR,0.0,0.0,0.0
KEAP1,MITF,-0.0,-0.0,0.0
KEAP1,COL4A1,-0.0,-0.0,0.0
KEAP1,WNT7B,0.0,0.0,0.0
KEAP1,COL4A5,-0.0,-0.0,0.0
KEAP1,LAMA2,-0.0,-0.0,0.0
KEAP1,HDAC2,0.0,0.0,0.0
KEAP1,MMP1,0.0,0.0,0.0
KEAP1,DAPK1,-0.0,-0.0,0.0
KEAP1,LAMB3,0.0,0.0,0.0
KEAP1,ARHGEF12,-0.0,-0.0,0.0
KEAP1,TXNRD3,-0.0,-0.0,0.0
KEAP1,PLCG2,0.0,-0.0,-0.0
KEAP1,LPAR1,0.0,0.0,0.0
KEAP1,CSF2RA,-0.0,-0.0,0.0
KEAP1,TXNRD1,0.0,0.0,0.0
KEAP1,MTOR,-0.0,-0.0,0.0
KEAP1,RXRB,0.0,0.0,0.0
KEAP1,NRAS,0.0,0.0,0.0
KEAP1,GSTM2,-0.0,0.0,0.0
KEAP1,GNG10,-0.0,-0.0,0.0
KEAP1,CEBPA,-0.0,0.0,0.0
KEAP1,RASSF5,-0.0,-0.0,0.0
KEAP1,NCOA4,-0.0,-0.0,0.0
KEAP1,IKBKG,-0.0,-0.0,0.0
HSP90AA1,COL4A4,-0.0,-0.0,0.0
HSP90AA1,TRAF5,0.0,-0.0,-0.0
HSP90AA1,GSK3B,0.0,0.0,0.0
HSP90AA1,NCOA1,-0.0,0.0,0.0
HSP90AA1,MECOM,-0.0,-0.0,0.0
HSP90AA1,WNT11,-0.0,-0.0,0.0
HSP90AA1,MGST2,-0.0,-0.0,0.0
HSP90AA1,BAX,0.0,-0.0,-0.0
HSP90AA1,MMP2,-0.0,-0.0,0.0
HSP90AA1,GNAS,-0.0,-0.0,0.0
HSP90AA1,GNA11,-0.0,-0.0,0.0
HSP90AA1,BIRC5,0.0,0.009922620665815432,0.009922620665815432
HSP90AA1,LAMB1,-0.0,-0.0,0.0
HSP90AA1,ITGA6,0.0,0.0,0.0
HSP90AA1,FH,0.0,0.0,0.0
HSP90AA1,TGFB2,-0.0,-0.0,0.0
HSP90AA1,MSH2,0.0,0.0409790163984989,0.0409790163984989
HSP90AA1,HSP90AB1,0.03614055168628128,0.0,-0.03614055168628128
HSP90AA1,JAK2,-0.0,-0.027087728293854585,-0.027087728293854585
HSP90AA1,ABL1,-0.0,-0.0,0.0
HSP90AA1,MAPK1,-0.0,-0.05832682536279588,-0.05832682536279588
HSP90AA1,HMOX1,-0.0,-0.0,0.0
HSP90AA1,RBX1,0.0,0.0,0.0
HSP90AA1,EP300,0.0,0.0,0.0
HSP90AA1,SOS2,-0.0,-0.0,0.0
HSP90AA1,HIF1A,0.0,0.0,0.0
HSP90AA1,RPS6KA5,0.0,0.0,0.0
HSP90AA1,NFKBIA,-0.0,-0.0,0.0
HSP90AA1,MMP9,-0.0,-0.0,0.0
HSP90AA1,STK4,-0.0,-0.0,0.0
HSP90AA1,PLCB4,-0.0,-0.0,0.0
HSP90AA1,JAG1,0.0,0.0,0.0
HSP90AA1,LAMA1,0.0,0.0,0.0
HSP90AA1,XIAP,0.0,0.0,0.0
HSP90AA1,MAPK3,-0.0,-0.0,0.0
HSP90AA1,AXIN1,0.0,0.0,0.0
HSP90AA1,ELOB,0.0,0.05547359566900084,0.05547359566900084
HSP90AA1,IKBKB,-0.0,-0.0,0.0
HSP90AA1,TGFB1,-0.0,-0.0,0.0
HSP90AA1,JAK3,0.0,-0.0,-0.0
HSP90AA1,CDK6,0.0,0.0,0.0
HSP90AA1,MET,0.0,-0.0,-0.0
HSP90AA1,WNT2,-0.0,-0.0,0.0
HSP90AA1,GLI3,0.0,-0.0,-0.0
HSP90AA1,DVL1,-0.0,-0.0,0.0
HSP90AA1,CXCL12,-0.0,-0.0,0.0
HSP90AA1,MAPK8,0.0,0.0,0.0
HSP90AA1,SUFU,-0.0,-0.0,0.0
HSP90AA1,CCDC6,0.0,0.0,0.0
HSP90AA1,CUL2,0.0,0.0,0.0
HSP90AA1,RPS6KB1,0.0,0.0,0.0
HSP90AA1,NFKB1,-0.0,-0.0,0.0
HSP90AA1,MAPK10,-0.0,-0.0,0.0
HSP90AA1,ZBTB16,-0.0,-0.0,0.0
HSP90AA1,CCND1,-0.0,0.0,0.0
HSP90AA1,BIRC2,0.0,0.0,0.0
HSP90AA1,CBL,-0.0,-0.0,0.0
HSP90AA1,CDKN1B,-0.0,-0.0,0.0
HSP90AA1,E2F3,0.0,0.0,0.0
HSP90AA1,VEGFA,0.0,0.0,0.0
HSP90AA1,LAMA4,-0.0,-0.0,0.0
HSP90AA1,MSH3,0.0,0.0,0.0
HSP90AA1,SKP1,-0.0,0.0,0.0
HSP90AA1,FGF1,-0.0,-0.0,0.0
HSP90AA1,PDGFRB,-0.0,-0.0,0.0
HSP90AA1,KNG1,-0.030129833236536226,-0.0,0.030129833236536226
HSP90AA1,WNT5A,0.0,0.0,0.0
HSP90AA1,HES1,0.0,0.0,0.0
HSP90AA1,GNAI2,-0.0,-0.0,0.0
HSP90AA1,TFG,0.0,-0.0,-0.0
HSP90AA1,GNB4,-0.0,-0.036566352040357505,-0.036566352040357505
HSP90AA1,FN1,-0.0,-0.0,0.0
HSP90AA1,STAT1,0.0,0.0,0.0
HSP90AA1,SOS1,0.0,0.0,0.0
HSP90AA1,MSH6,0.0,0.029903723306389126,0.029903723306389126
HSP90AA1,HDAC1,0.0,0.04467357069158268,0.04467357069158268
HSP90AA1,ZBTB17,0.0,0.0,0.0
HSP90AA1,SLC2A1,0.0,0.0,0.0
HSP90AA1,TGFB3,0.0,0.0,0.0
HSP90AA1,GNA13,-0.0,-0.0,0.0
HSP90AA1,APAF1,-0.0,-0.0,0.0
HSP90AA1,ADCY7,-0.0,-0.0,0.0
HSP90AA1,PIK3CA,0.0,0.0,0.0
HSP90AA1,CXCR4,0.0,0.0,0.0
HSP90AA1,POLK,-0.0,-0.0,0.0
HSP90AA1,CDK2,0.0,0.048314415907309075,0.048314415907309075
HSP90AA1,CKS2,0.0,0.0,0.0
HSP90AA1,NCOA3,0.0,0.0,0.0
HSP90AA1,CDKN1A,-0.0,-0.0,0.0
HSP90AA1,BMP2,-0.0,-0.0,0.0
HSP90AA1,MAX,0.0,0.0,0.0
HSP90AA1,STAT5A,-0.0,-0.0011576887592387292,-0.0011576887592387292
HSP90AA1,ELK1,0.0,-0.0,-0.0
HSP90AA1,MAP2K2,0.0,0.0,0.0
HSP90AA1,TRAF2,0.0,0.0,0.0
HSP90AA1,GNG11,-0.0,-0.0,0.0
HSP90AA1,GNAI1,-0.0,-0.0,0.0
HSP90AA1,RAC2,-0.0,-0.0,0.0
HSP90AA1,PLD2,-0.0,-0.0,0.0
HSP90AA1,LAMA5,-0.0,-0.033218575112907656,-0.033218575112907656
HSP90AA1,TRAF3,0.0,0.0,0.0
HSP90AA1,IL13RA1,-0.0,-0.0,0.0
HSP90AA1,RARA,-0.0,-0.0,0.0
HSP90AA1,RAF1,-0.0,0.0,0.0
HSP90AA1,ARHGEF11,-0.0,-0.0,0.0
HSP90AA1,CASP9,0.0,-0.0,-0.0
HSP90AA1,GSTT2B,-0.0,-0.0,0.0
HSP90AA1,GSTM1,-0.0,0.0,0.0
HSP90AA1,GSTM5,-0.0,-0.0,0.0
HSP90AA1,GSTM3,-0.0,0.0,0.0
HSP90AA1,WNT2B,-0.0,-0.0,0.0
HSP90AA1,ROCK2,-0.0,-0.0,0.0
HSP90AA1,IL6ST,-0.04380694747716052,-0.0,0.04380694747716052
HSP90AA1,DDB2,0.0,0.0,0.0
HSP90AA1,PDGFRA,-0.0,-0.0,0.0
HSP90AA1,COL4A2,-0.0,-0.0,0.0
HSP90AA1,ETS1,-0.0,-0.0,0.0
HSP90AA1,APC,-0.0,-0.0,0.0
HSP90AA1,CDK4,-0.0,0.0,0.0
HSP90AA1,AGT,-0.05169601164201338,-0.0,0.05169601164201338
HSP90AA1,EGLN1,0.0,0.0,0.0
HSP90AA1,LAMC1,-0.0,-0.0,0.0
HSP90AA1,RAC1,-0.0,-0.0,0.0
HSP90AA1,PLCB2,-0.0,-0.0,0.0
HSP90AA1,ADCY3,0.0,0.0,0.0
HSP90AA1,STAT4,-0.0,-0.0,0.0
HSP90AA1,ITGAV,0.0,-0.0,-0.0
HSP90AA1,FGF2,-0.0,-0.0,0.0
HSP90AA1,LEF1,0.0,0.0,0.0
HSP90AA1,BRCA2,-0.0,-0.0,0.0
HSP90AA1,RB1,0.0,0.0,0.0
HSP90AA1,IGF1R,0.0,0.0,0.0
HSP90AA1,PML,0.0,-0.0,-0.0
HSP90AA1,TP53,0.0,0.0,0.0
HSP90AA1,SMAD4,-0.0,-0.0,0.0
HSP90AA1,AKT1,-0.0,-0.0,0.0
HSP90AA1,PRKACB,-0.0,-0.011624656282396346,-0.011624656282396346
HSP90AA1,MGST3,-0.0,-0.0,0.0
HSP90AA1,TPM3,-0.0,-0.0,0.0
HSP90AA1,EML4,0.0,0.0,0.0
HSP90AA1,RALB,-0.0,-0.0,0.0
HSP90AA1,CAMK2D,-0.0,-0.0,0.0
HSP90AA1,CCNA2,0.0,0.028892064697853492,0.028892064697853492
HSP90AA1,SKP2,0.0,0.0,0.0
HSP90AA1,PIK3R1,-0.0,-0.0,0.0
HSP90AA1,GNA12,-0.0,-0.01852514279015211,-0.01852514279015211
HSP90AA1,EGFR,0.0,0.0,0.0
HSP90AA1,CDKN2B,-0.0,-0.0,0.0
HSP90AA1,CDKN2A,0.0,0.0,0.0
HSP90AA1,NOTCH1,-0.0,-0.0,0.0
HSP90AA1,CAMK2G,-0.0,-0.0,0.0
HSP90AA1,GSTO1,-0.0,-0.0,0.0
HSP90AA1,PLCB3,-0.0,0.0,0.0
HSP90AA1,ITGB1,-0.0,-0.0,0.0
HSP90AA1,VEGFC,-0.0,-0.0,0.0
HSP90AA1,FOXO1,-0.0,-0.0,0.0
HSP90AA1,BCL2L11,0.0,0.0,0.0
HSP90AA1,PRKCA,-0.0,-0.0,0.0
HSP90AA1,ELOC,0.0,0.0,0.0
HSP90AA1,FZD7,0.0,0.0,0.0
HSP90AA1,GNAQ,-0.003569625676469644,-0.0,0.003569625676469644
HSP90AA1,FZD1,0.0,0.0,0.0
HSP90AA1,KIT,-0.0,-0.0,0.0
HSP90AA1,APPL1,-0.0,-0.04404130406250803,-0.04404130406250803
HSP90AA1,BRAF,-0.0,0.0,0.0
HSP90AA1,RUNX1,0.0,0.0,0.0
HSP90AA1,CTBP1,-0.0,-0.0,0.0
HSP90AA1,DVL3,0.0,0.0,0.0
HSP90AA1,ADCY9,-0.0,-0.0,0.0
HSP90AA1,JAK1,-0.0,-0.009583615683485857,-0.009583615683485857
HSP90AA1,TGFBR2,-0.02214250927124889,-0.0,0.02214250927124889
HSP90AA1,ITGA2,0.0,0.0,0.0
HSP90AA1,CASP3,0.0,0.0,0.0
HSP90AA1,FZD6,0.0,0.0,0.0
HSP90AA1,VEGFD,-0.0,-0.0,0.0
HSP90AA1,CASP7,0.0,-0.0,-0.0
HSP90AA1,PRKCB,-0.0,-0.0,0.0
HSP90AA1,HSP90B1,0.0,0.0,0.0
HSP90AA1,KIF7,0.0,0.0,0.0
HSP90AA1,STAT6,-0.0,-0.0,0.0
HSP90AA1,SMAD3,0.0,0.0,0.0
HSP90AA1,CRK,-0.0,-0.0,0.0
HSP90AA1,DAPK3,-0.0,-0.0,0.0
